socialmedia,age,mobile,season,newcustomer,adcost,adrevenue
Instagram,37,mobile,summer,yes,6.46,1.64
TikTok,13,mobile,summer,yes,3.82,3.92
TikTok,22,mobile,winter,yes,4.88,1.15
YouTube,25,mobile,summer,yes,12.01,0.88
TikTok,14,mobile,spring,no,2.64,15.72
Twitter,27,computer,summer,no,3.93,3.31
YouTube,27,computer,winter,yes,14.43,8.84
Instagram,38,mobile,winter,no,3.03,21.53
Instagram,25,mobile,spring,yes,5.87,7.42
Facebook,23,computer,spring,no,5.42,16.29
TikTok,22,mobile,summer,yes,4.69,15.86
YouTube,31,mobile,winter,no,14.79,3.34
Instagram,23,computer,winter,no,7.65,18.55
YouTube,39,computer,summer,no,7.73,17.68
Facebook,36,computer,winter,no,4.33,2.93
Twitter,38,mobile,summer,yes,2.01,9.14
YouTube,33,computer,spring,no,10.84,52.86
YouTube,35,mobile,fall,yes,11.05,16.47
TikTok,23,mobile,fall,no,1.03,3.98
Facebook,28,mobile,fall,no,4.62,11.9
TikTok,18,mobile,spring,yes,2.3,1.1
YouTube,42,mobile,winter,no,10.82,4.01
TikTok,21,mobile,summer,yes,2.8,6.83
Facebook,25,mobile,spring,no,3.94,2.32
YouTube,25,computer,winter,no,5.41,15.28
Facebook,18,mobile,spring,no,4.67,3.04
Instagram,28,mobile,fall,no,3.41,8.89
Facebook,19,mobile,spring,no,2.29,4.95
Facebook,26,computer,winter,no,3.57,5.54
YouTube,31,computer,summer,yes,10.42,65.8
Twitter,37,mobile,summer,no,1.77,1.19
TikTok,17,mobile,summer,no,3.56,6.27
Instagram,26,mobile,fall,no,5.14,3.14
TikTok,20,mobile,spring,no,3.14,4.97
Instagram,36,mobile,winter,no,5.88,20.93
TikTok,20,mobile,summer,yes,2.97,3.59
Facebook,34,computer,summer,no,6.61,8.23
YouTube,36,mobile,fall,yes,11.39,7.92
TikTok,17,mobile,summer,no,2.36,15.64
Facebook,34,mobile,spring,no,2.69,3.55
YouTube,34,computer,fall,no,9.05,31.53
Facebook,34,mobile,spring,no,6.45,2.93
YouTube,35,mobile,winter,yes,6.24,10.32
YouTube,33,computer,fall,no,6.83,9.01
Instagram,29,mobile,summer,no,3.29,12.89
TikTok,22,mobile,fall,yes,5.8,10.79
YouTube,53,computer,spring,yes,9.09,21.38
YouTube,28,computer,fall,no,11.68,19.38
TikTok,23,mobile,winter,yes,4.6,2.56
YouTube,41,computer,winter,yes,9.3,4.97
Instagram,29,mobile,summer,no,5.6,13.81
Facebook,49,mobile,fall,no,6.34,4.17
YouTube,22,mobile,summer,no,11.41,21.41
TikTok,14,mobile,winter,no,0.51,0.59
TikTok,22,mobile,spring,yes,0.31,7.04
TikTok,16,mobile,spring,yes,6.13,15.36
Instagram,19,mobile,winter,no,8.52,28.58
TikTok,17,mobile,winter,yes,3.62,8.57
Facebook,30,mobile,spring,no,6.52,9.33
Facebook,47,mobile,fall,no,4.66,1.81
Instagram,25,mobile,spring,no,4.09,9.67
TikTok,18,mobile,fall,yes,0.62,0.71
Instagram,22,mobile,spring,no,5.02,4.26
Twitter,29,mobile,summer,no,2.29,30.46
TikTok,14,mobile,winter,no,6.3,35.99
Facebook,44,mobile,summer,no,2.99,1.42
Facebook,28,computer,summer,no,4.79,2.02
Instagram,31,mobile,fall,yes,3.11,11.22
TikTok,17,mobile,winter,no,6.95,4.82
Instagram,32,computer,fall,no,4.57,10.57
Instagram,28,mobile,fall,no,8.19,3.48
Instagram,25,mobile,spring,no,6.47,15.5
Instagram,27,mobile,winter,no,5.24,1.79
Facebook,34,mobile,summer,yes,2.77,5.2
TikTok,22,mobile,spring,yes,5.29,9.94
Instagram,23,mobile,winter,no,3.93,4.91
TikTok,19,mobile,winter,yes,3.26,3.21
TikTok,17,mobile,fall,yes,2.13,2.57
Instagram,25,mobile,fall,no,6.76,16.05
YouTube,30,computer,winter,no,12.17,21.57
YouTube,20,computer,winter,yes,12.66,10.6
Facebook,45,computer,fall,yes,6.59,0.62
TikTok,19,mobile,fall,yes,0.03,2.0
Instagram,21,mobile,summer,yes,7.19,7.15
TikTok,16,mobile,winter,yes,3.93,19.83
Twitter,27,mobile,fall,yes,3.36,4.58
Instagram,27,mobile,spring,yes,4.53,4.14
Twitter,28,mobile,summer,no,2.94,3.89
TikTok,23,mobile,spring,no,0.62,0.48
Instagram,32,computer,winter,no,4.46,11.29
YouTube,31,computer,spring,no,14.12,5.14
Facebook,24,mobile,spring,no,4.95,25.87
Instagram,25,mobile,summer,no,3.13,8.2
YouTube,45,computer,winter,no,12.18,19.76
YouTube,40,mobile,winter,yes,7.39,22.3
TikTok,12,mobile,fall,yes,6.04,4.71
Facebook,34,computer,spring,yes,5.2,5.31
Instagram,25,mobile,fall,yes,7.48,4.67
YouTube,40,computer,spring,no,13.87,19.35
TikTok,17,mobile,spring,yes,1.68,4.72
Facebook,29,computer,fall,no,4.96,18.06
YouTube,48,mobile,summer,no,6.96,4.3
Instagram,22,mobile,fall,no,4.65,3.5
TikTok,21,mobile,spring,yes,5.92,15.87
Facebook,17,mobile,summer,no,6.87,6.13
TikTok,21,mobile,fall,no,3.82,5.29
YouTube,37,mobile,summer,yes,8.73,13.59
YouTube,25,computer,winter,no,10.12,81.19
Facebook,33,mobile,fall,no,6.88,8.5
Facebook,32,computer,spring,no,3.4,1.47
TikTok,15,mobile,fall,yes,3.59,3.04
Twitter,43,computer,fall,no,1.39,5.34
TikTok,18,mobile,summer,yes,6.29,9.15
Instagram,26,computer,winter,no,5.01,5.4
Instagram,34,mobile,winter,no,6.18,9.94
YouTube,38,mobile,summer,yes,11.94,23.62
Facebook,26,computer,summer,no,5.94,8.47
TikTok,19,mobile,spring,yes,1.55,4.75
Instagram,29,mobile,winter,yes,8.76,10.49
Instagram,28,mobile,winter,no,3.91,4.31
Twitter,40,computer,summer,yes,1.64,1.23
Instagram,22,mobile,summer,no,3.07,16.16
YouTube,34,computer,spring,yes,12.56,15.82
Instagram,22,computer,winter,yes,6.39,6.02
YouTube,28,computer,winter,yes,13.44,56.96
YouTube,37,computer,winter,no,6.63,8.69
YouTube,35,computer,fall,no,10.44,9.09
TikTok,16,mobile,fall,no,4.74,16.66
Instagram,34,computer,spring,no,6.54,12.0
TikTok,24,mobile,summer,no,6.54,7.29
YouTube,39,computer,fall,no,9.97,15.44
TikTok,19,mobile,summer,no,4.05,2.89
YouTube,31,computer,spring,yes,6.41,31.91
TikTok,20,mobile,winter,yes,1.59,17.64
Instagram,27,mobile,fall,no,7.69,12.62
Facebook,26,mobile,fall,no,6.84,9.21
Instagram,23,computer,fall,yes,5.65,3.7
Facebook,28,computer,spring,no,6.62,2.74
YouTube,30,computer,fall,yes,11.84,1.69
Instagram,28,mobile,winter,no,3.34,2.56
TikTok,18,computer,winter,yes,4.03,3.0
Facebook,26,computer,spring,no,4.56,8.87
Twitter,19,computer,summer,no,2.08,1.92
YouTube,23,computer,spring,yes,12.8,10.62
YouTube,34,computer,fall,no,9.23,21.46
Facebook,21,mobile,winter,no,6.26,0.24
Instagram,23,mobile,summer,yes,6.78,4.65
YouTube,31,computer,spring,yes,11.03,14.11
Facebook,26,computer,spring,yes,2.3,5.52
TikTok,17,mobile,summer,yes,6.81,21.73
Instagram,31,mobile,winter,no,5.58,8.27
TikTok,20,mobile,fall,no,5.87,1.76
YouTube,35,computer,winter,yes,11.44,32.78
YouTube,35,mobile,winter,yes,10.36,33.08
Instagram,27,mobile,winter,no,7.83,14.04
YouTube,29,computer,winter,yes,6.46,5.34
Instagram,28,mobile,winter,no,5.22,25.62
YouTube,25,mobile,spring,no,10.65,7.56
Facebook,37,mobile,spring,no,2.09,5.62
Instagram,29,mobile,summer,no,6.86,17.32
TikTok,19,mobile,fall,yes,3.87,6.7
YouTube,33,computer,fall,no,6.02,6.61
TikTok,23,mobile,summer,no,1.6,3.99
TikTok,18,mobile,summer,no,6.45,18.21
Facebook,36,computer,spring,no,6.43,9.22
Instagram,29,computer,winter,no,7.49,28.11
Instagram,27,mobile,spring,no,7.24,7.15
Twitter,40,mobile,summer,no,2.25,1.33
YouTube,30,computer,spring,yes,14.08,29.68
Instagram,28,mobile,winter,no,8.35,21.26
TikTok,15,mobile,summer,yes,7.31,16.0
TikTok,18,computer,summer,yes,3.09,5.23
Instagram,34,mobile,fall,no,3.06,1.85
TikTok,17,mobile,summer,yes,4.07,3.62
TikTok,20,mobile,summer,no,0.49,4.78
YouTube,37,mobile,fall,no,7.78,4.98
YouTube,43,computer,spring,yes,11.81,12.79
Facebook,10,mobile,spring,no,6.75,9.32
Twitter,42,mobile,fall,no,3.54,6.62
Twitter,37,mobile,summer,no,1.51,4.94
Facebook,22,computer,spring,no,5.78,10.31
YouTube,21,mobile,winter,yes,5.49,6.82
YouTube,27,computer,spring,no,7.99,21.32
TikTok,23,mobile,winter,no,5.89,5.38
Instagram,23,mobile,summer,no,8.71,10.35
TikTok,19,mobile,spring,yes,7.39,14.79
TikTok,24,mobile,winter,no,2.88,25.12
Twitter,36,computer,winter,no,2.27,5.79
YouTube,29,computer,fall,no,12.72,17.32
YouTube,40,computer,winter,yes,13.88,11.79
Instagram,31,mobile,winter,yes,6.29,9.86
Instagram,32,mobile,winter,no,7.14,24.87
YouTube,26,computer,summer,yes,6.23,8.53
YouTube,48,computer,winter,yes,6.81,12.37
Facebook,26,computer,summer,no,2.17,7.72
YouTube,41,computer,spring,yes,9.02,18.98
TikTok,18,mobile,spring,no,6.42,9.86
YouTube,31,computer,summer,yes,8.79,15.89
TikTok,18,mobile,summer,no,3.33,10.26
Facebook,19,mobile,summer,yes,3.7,3.41
YouTube,26,computer,summer,yes,9.9,14.69
YouTube,32,computer,winter,no,6.86,21.84
TikTok,19,mobile,fall,yes,1.96,3.01
Instagram,19,mobile,summer,yes,7.32,3.84
Facebook,39,mobile,fall,no,6.5,10.71
YouTube,28,mobile,winter,yes,8.92,58.09
Instagram,14,mobile,spring,no,5.2,12.64
TikTok,19,mobile,winter,yes,7.32,24.72
TikTok,20,mobile,summer,yes,7.38,7.23
Instagram,34,mobile,spring,no,7.96,4.63
TikTok,17,mobile,fall,yes,6.14,2.5
Twitter,45,mobile,summer,yes,2.82,9.28
Instagram,29,mobile,summer,no,7.98,22.47
TikTok,22,mobile,spring,no,5.65,15.98
YouTube,23,mobile,fall,yes,10.74,12.51
Facebook,20,mobile,fall,no,2.28,3.2
Instagram,25,mobile,fall,no,3.26,5.3
Instagram,38,mobile,fall,no,6.81,11.11
YouTube,36,mobile,summer,yes,7.4,25.5
Instagram,27,mobile,winter,no,3.54,6.59
Instagram,31,mobile,spring,yes,4.08,2.47
Instagram,25,mobile,spring,no,3.19,1.59
Instagram,36,mobile,winter,no,5.62,4.64
TikTok,16,mobile,winter,yes,0.49,15.05
Instagram,24,mobile,fall,no,8.71,8.38
Instagram,23,mobile,winter,no,7.82,13.05
Facebook,42,computer,spring,no,4.0,7.49
YouTube,28,computer,fall,no,12.08,22.53
TikTok,20,computer,summer,no,7.67,15.51
TikTok,24,mobile,spring,yes,0.62,2.07
TikTok,17,mobile,spring,yes,0.56,0.34
TikTok,25,mobile,winter,no,4.75,1.09
