socialmedia,age,mobile,season,newcustomer,adcost,adrevenue
YouTube,24,mobile,spring,no,7.4,14.78
Instagram,34,mobile,winter,no,3.35,20.67
TikTok,20,mobile,summer,yes,6.31,43.3
YouTube,25,computer,summer,yes,14.31,31.06
YouTube,32,computer,spring,no,8.18,19.26
Facebook,33,mobile,summer,no,6.73,0.62
Instagram,13,mobile,spring,no,4.08,1.31
Facebook,31,mobile,fall,no,4.39,8.66
TikTok,21,mobile,summer,yes,4.38,6.17
Twitter,35,mobile,spring,yes,3.94,8.47
TikTok,19,mobile,fall,yes,2.09,1.38
TikTok,20,computer,summer,yes,6.86,5.51
Instagram,24,mobile,winter,no,4.51,1.0
TikTok,24,mobile,winter,no,1.73,4.61
TikTok,19,computer,winter,no,0.57,7.25
Twitter,33,mobile,summer,no,1.72,7.57
TikTok,16,mobile,spring,no,0.47,2.3
Instagram,33,mobile,summer,yes,8.34,20.54
TikTok,19,mobile,fall,no,0.0,3.09
Instagram,27,mobile,summer,no,8.12,14.12
TikTok,19,mobile,winter,no,4.65,8.29
TikTok,16,mobile,spring,no,0.99,7.54
Facebook,27,mobile,winter,no,3.87,6.92
TikTok,20,mobile,spring,no,4.26,6.56
YouTube,34,mobile,spring,yes,11.6,38.2
Instagram,29,mobile,fall,no,5.42,1.51
Instagram,33,mobile,fall,yes,4.08,11.38
Instagram,18,computer,winter,no,4.31,9.11
YouTube,22,computer,winter,no,9.85,8.68
YouTube,22,computer,fall,no,10.72,31.16
TikTok,16,mobile,summer,yes,7.41,11.03
YouTube,24,computer,fall,no,6.29,11.06
YouTube,44,computer,fall,no,7.86,1.36
Instagram,25,mobile,spring,yes,5.89,5.38
Facebook,38,mobile,spring,yes,5.79,6.69
TikTok,18,mobile,winter,no,2.93,13.54
TikTok,18,mobile,spring,yes,3.58,17.13
Instagram,29,mobile,spring,yes,8.93,17.08
Instagram,30,computer,spring,yes,3.07,9.69
TikTok,19,mobile,spring,no,0.68,1.09
TikTok,20,mobile,winter,no,1.73,5.96
Instagram,29,mobile,fall,yes,7.02,9.75
Instagram,31,mobile,summer,yes,4.29,28.37
TikTok,19,computer,winter,no,2.95,4.36
YouTube,23,computer,spring,yes,11.58,5.75
TikTok,19,mobile,fall,yes,3.99,8.6
Instagram,31,computer,spring,no,4.99,9.91
Instagram,21,computer,spring,no,8.52,1.99
TikTok,21,mobile,winter,yes,3.63,23.17
Instagram,30,computer,winter,yes,3.3,10.65
Instagram,25,mobile,spring,no,7.79,5.62
TikTok,17,mobile,spring,no,7.32,17.91
Facebook,22,computer,summer,yes,3.02,17.07
TikTok,17,mobile,spring,yes,4.29,10.27
Instagram,23,mobile,spring,yes,3.41,16.94
YouTube,17,computer,winter,no,8.06,33.31
YouTube,28,mobile,winter,no,14.96,18.95
TikTok,26,mobile,fall,no,3.4,5.83
TikTok,21,mobile,fall,yes,3.11,8.14
Instagram,24,mobile,spring,no,4.35,12.51
TikTok,21,mobile,summer,yes,1.34,1.03
Instagram,21,mobile,fall,no,3.49,2.58
TikTok,20,mobile,summer,no,0.0,1.32
Instagram,22,mobile,winter,no,7.85,20.47
TikTok,19,mobile,winter,yes,5.02,2.88
Facebook,26,mobile,spring,no,2.1,3.49
Instagram,20,mobile,winter,no,3.55,10.93
YouTube,29,computer,spring,yes,14.78,3.24
Instagram,28,mobile,fall,no,7.79,12.09
TikTok,23,mobile,winter,yes,1.37,7.63
TikTok,14,computer,spring,yes,7.94,3.26
YouTube,27,mobile,winter,no,11.11,2.57
TikTok,16,mobile,summer,no,3.2,6.44
TikTok,18,mobile,summer,yes,0.87,2.74
Facebook,44,mobile,spring,no,2.32,12.99
Facebook,23,computer,summer,no,3.48,9.53
Facebook,29,mobile,winter,no,2.75,9.71
Facebook,24,mobile,winter,no,4.12,4.37
Facebook,30,mobile,spring,yes,4.67,1.06
Facebook,28,computer,spring,no,3.9,11.21
TikTok,15,mobile,winter,yes,2.36,8.9
Facebook,21,mobile,winter,no,6.4,2.04
YouTube,35,computer,winter,no,10.15,24.17
TikTok,19,mobile,summer,yes,7.77,17.71
TikTok,17,mobile,winter,no,2.42,10.67
YouTube,39,computer,fall,yes,7.99,16.02
Instagram,29,computer,summer,no,7.35,33.54
YouTube,25,computer,winter,no,6.38,4.56
YouTube,49,computer,fall,yes,14.79,9.15
YouTube,28,mobile,winter,no,7.75,10.59
TikTok,18,mobile,fall,no,6.82,5.43
YouTube,22,computer,summer,no,9.4,11.91
YouTube,39,mobile,winter,no,12.81,16.02
TikTok,21,mobile,winter,yes,2.33,11.64
YouTube,22,computer,winter,no,12.02,39.28
TikTok,22,mobile,fall,yes,2.12,15.23
Instagram,24,computer,spring,no,6.75,41.49
