socialmedia,age,mobile,season,newcustomer,adcost,adrevenue
YouTube,30,computer,summer,no,14.17,21.08
YouTube,33,mobile,winter,no,6.51,15.96
Facebook,24,computer,spring,no,3.22,6.0
YouTube,35,computer,spring,yes,10.47,7.56
Instagram,26,mobile,summer,no,5.06,4.39
Instagram,32,computer,winter,no,7.14,3.45
Instagram,31,mobile,winter,yes,3.35,1.51
TikTok,20,mobile,winter,yes,1.29,24.64
YouTube,34,computer,fall,no,12.16,72.84
YouTube,39,computer,spring,no,14.71,93.02
Instagram,36,mobile,winter,yes,8.58,35.65
TikTok,23,mobile,summer,yes,7.21,5.45
TikTok,21,mobile,fall,yes,1.02,2.02
Instagram,34,mobile,winter,no,3.88,2.78
TikTok,20,mobile,winter,no,0.58,7.14
YouTube,42,computer,spring,no,10.43,29.44
TikTok,19,computer,fall,no,7.06,5.97
TikTok,17,mobile,fall,yes,4.25,1.45
YouTube,22,mobile,winter,no,12.82,18.51
YouTube,37,computer,summer,no,6.88,28.05
YouTube,31,mobile,fall,yes,13.63,6.02
YouTube,43,computer,fall,yes,6.87,62.47
Facebook,12,computer,winter,no,2.27,10.37
TikTok,17,mobile,winter,yes,3.37,2.91
YouTube,35,computer,fall,no,10.55,2.42
YouTube,33,computer,summer,yes,14.71,49.07
YouTube,32,computer,spring,no,5.92,10.96
Instagram,31,mobile,fall,no,4.64,12.02
Facebook,28,computer,spring,no,2.53,8.03
TikTok,15,mobile,fall,yes,3.12,4.85
TikTok,16,mobile,fall,yes,2.31,5.65
TikTok,18,mobile,fall,no,4.11,6.74
TikTok,13,mobile,winter,yes,2.79,9.58
Facebook,26,mobile,spring,no,6.64,19.14
Instagram,23,computer,spring,no,7.74,6.84
Facebook,33,computer,winter,no,6.31,3.26
YouTube,28,mobile,fall,yes,6.3,3.24
TikTok,15,mobile,fall,yes,4.6,11.72
Twitter,42,mobile,summer,no,1.64,6.66
TikTok,21,mobile,spring,no,6.95,4.09
TikTok,22,mobile,spring,no,0.12,1.74
Instagram,18,mobile,winter,no,3.63,5.65
TikTok,17,mobile,summer,no,3.01,8.43
Instagram,25,mobile,summer,no,5.41,14.25
Facebook,24,mobile,winter,yes,3.39,5.27
TikTok,20,mobile,spring,yes,0.77,10.12
Facebook,19,mobile,fall,no,2.59,8.01
YouTube,39,computer,fall,no,8.18,18.57
Facebook,49,mobile,winter,yes,6.75,21.68
TikTok,16,mobile,summer,yes,1.66,10.48
Facebook,28,mobile,fall,no,5.74,10.99
YouTube,42,computer,summer,no,7.58,11.65
YouTube,33,computer,summer,no,5.37,6.99
Instagram,29,computer,fall,no,3.1,7.8
TikTok,19,mobile,winter,yes,1.22,1.95
TikTok,24,mobile,winter,no,3.7,18.74
TikTok,18,mobile,summer,no,6.05,6.7
YouTube,26,computer,fall,no,12.29,18.47
