socialmedia,age,mobile,season,newcustomer,adcost,adrevenue
TikTok,19,mobile,fall,no,2.86,8.46
TikTok,16,mobile,spring,yes,6.74,16.51
Facebook,27,mobile,spring,no,6.94,13.84
Facebook,27,computer,winter,no,5.48,7.88
Instagram,15,mobile,fall,yes,4.24,18.7
TikTok,23,mobile,spring,yes,6.51,13.62
Instagram,25,mobile,spring,no,7.29,14.15
Facebook,32,mobile,spring,no,4.59,7.41
Instagram,25,mobile,fall,no,8.81,11.41
Facebook,29,computer,spring,no,2.08,2.17
YouTube,30,computer,fall,yes,10.68,29.21
YouTube,21,computer,fall,yes,9.75,5.33
Twitter,40,mobile,spring,no,2.05,1.81
TikTok,20,mobile,winter,yes,5.81,7.83
TikTok,14,mobile,spring,yes,1.73,4.8
YouTube,23,computer,fall,no,7.17,17.38
TikTok,17,computer,fall,yes,6.66,8.58
TikTok,18,mobile,winter,no,4.69,0.79
YouTube,30,computer,summer,no,14.75,62.74
Instagram,31,mobile,winter,no,5.23,3.84
TikTok,17,mobile,fall,no,5.03,3.87
YouTube,22,mobile,fall,no,8.51,4.55
TikTok,24,mobile,fall,no,2.02,19.97
YouTube,29,computer,winter,no,13.46,28.66
YouTube,21,mobile,winter,yes,11.44,10.07
YouTube,26,mobile,spring,no,7.58,6.64
Facebook,44,computer,summer,no,3.42,5.56
TikTok,17,mobile,spring,no,7.35,17.93
YouTube,12,mobile,fall,no,12.73,6.56
TikTok,17,mobile,summer,no,5.32,4.61
YouTube,50,mobile,fall,no,5.63,5.8
YouTube,38,computer,summer,no,6.83,16.25
Facebook,30,mobile,summer,no,3.38,3.76
Instagram,22,computer,summer,yes,5.27,16.64
YouTube,35,computer,spring,no,12.99,7.82
YouTube,28,computer,spring,yes,12.3,25.22
YouTube,40,computer,spring,no,14.05,26.78
Instagram,30,mobile,summer,no,6.79,0.43
TikTok,14,mobile,spring,yes,1.32,21.28
TikTok,20,mobile,summer,no,6.0,7.22
TikTok,18,mobile,winter,yes,7.16,9.57
TikTok,18,mobile,spring,no,5.97,4.8
TikTok,17,mobile,fall,yes,3.02,0.41
YouTube,21,computer,fall,yes,14.37,7.52
Facebook,41,mobile,summer,no,6.06,18.82
TikTok,22,mobile,fall,no,6.21,12.91
YouTube,49,mobile,spring,yes,10.3,5.81
YouTube,27,computer,winter,no,5.6,13.34
Twitter,32,mobile,winter,no,3.88,3.09
TikTok,13,mobile,winter,no,2.21,7.7
TikTok,19,mobile,spring,yes,3.45,3.19
TikTok,19,mobile,fall,no,6.85,6.09
Facebook,29,computer,spring,no,3.81,0.76
Twitter,39,mobile,winter,yes,3.49,11.19
Facebook,45,mobile,spring,no,4.93,7.5
YouTube,32,computer,fall,yes,7.24,5.48
Facebook,31,mobile,fall,no,5.92,9.79
Facebook,27,mobile,spring,no,3.75,3.73
Instagram,21,mobile,summer,no,8.35,7.05
TikTok,18,mobile,winter,yes,5.79,4.18
TikTok,8,mobile,summer,no,4.2,2.35
YouTube,29,computer,fall,no,12.03,10.9
Instagram,30,mobile,spring,yes,7.74,45.84
YouTube,48,computer,spring,no,9.86,6.64
Twitter,39,computer,spring,yes,1.39,13.84
Instagram,32,mobile,spring,yes,5.16,0.88
Facebook,25,computer,winter,yes,4.34,2.86
Instagram,26,mobile,winter,no,3.35,8.12
TikTok,19,computer,spring,no,7.43,1.52
TikTok,21,mobile,winter,yes,0.48,1.18
TikTok,20,mobile,summer,no,1.58,21.07
Instagram,25,mobile,fall,no,4.87,6.09
Instagram,28,mobile,winter,yes,7.31,22.93
Instagram,22,mobile,fall,no,8.73,10.76
YouTube,28,computer,winter,no,12.79,3.77
TikTok,14,mobile,winter,yes,3.84,8.14
TikTok,21,mobile,fall,no,4.17,5.08
TikTok,18,mobile,fall,yes,1.98,4.29
TikTok,19,mobile,fall,no,7.19,21.4
YouTube,34,mobile,summer,no,14.57,18.13
TikTok,18,mobile,fall,no,3.04,4.1
Instagram,23,mobile,winter,yes,7.72,13.42
YouTube,16,mobile,summer,no,6.46,3.06
Instagram,19,mobile,fall,no,3.59,11.23
