socialmedia,age,mobile,season,newcustomer,adcost,adrevenue
YouTube,34,computer,spring,no,8.53,42.3
YouTube,28,computer,fall,no,6.33,1.91
Twitter,41,mobile,winter,no,3.83,7.51
Instagram,22,mobile,spring,yes,4.4,7.03
YouTube,28,mobile,winter,yes,12.4,10.55
TikTok,22,mobile,spring,yes,7.16,16.4
Instagram,17,mobile,summer,no,3.68,2.26
TikTok,21,mobile,summer,yes,5.22,12.03
Instagram,19,mobile,spring,no,5.15,4.59
YouTube,32,mobile,fall,no,7.34,16.27
Instagram,30,mobile,spring,yes,4.15,9.38
TikTok,19,mobile,summer,yes,5.57,5.27
Twitter,40,computer,fall,no,3.41,3.63
TikTok,19,mobile,spring,yes,5.88,1.78
Instagram,24,mobile,summer,no,4.3,13.68
YouTube,32,mobile,summer,no,12.1,20.36
Instagram,15,mobile,summer,no,6.39,3.26
YouTube,43,mobile,winter,yes,6.61,13.95
YouTube,48,computer,fall,no,11.65,31.81
YouTube,30,computer,summer,yes,10.08,5.72
Facebook,34,mobile,spring,yes,2.76,1.4
Instagram,27,mobile,winter,yes,8.58,8.89
TikTok,17,mobile,fall,no,0.11,0.84
TikTok,22,mobile,fall,no,4.33,8.68
Instagram,20,mobile,winter,yes,3.72,25.95
YouTube,34,computer,fall,yes,11.33,4.94
TikTok,20,mobile,winter,no,3.67,22.02
Facebook,16,mobile,winter,yes,5.89,4.66
Instagram,19,mobile,spring,yes,7.84,12.86
YouTube,30,computer,fall,no,10.05,25.03
Facebook,37,mobile,winter,no,3.98,9.82
YouTube,17,mobile,summer,no,6.51,3.39
Facebook,24,mobile,fall,no,4.07,1.9
YouTube,12,computer,summer,yes,10.58,18.4
YouTube,25,computer,summer,yes,8.7,33.66
TikTok,24,mobile,winter,yes,2.52,6.78
YouTube,38,computer,spring,yes,12.25,34.65
TikTok,13,mobile,spring,yes,1.2,5.02
Facebook,13,mobile,fall,no,3.77,1.73
Instagram,26,computer,summer,yes,8.54,26.54
YouTube,17,computer,summer,no,6.19,21.88
Instagram,35,mobile,fall,yes,5.38,22.47
Facebook,16,computer,summer,no,3.69,11.11
Instagram,23,mobile,winter,no,7.37,12.94
YouTube,38,mobile,winter,no,12.74,3.35
Instagram,28,mobile,fall,no,3.71,24.38
TikTok,19,mobile,spring,no,2.82,17.3
YouTube,42,mobile,winter,yes,11.77,69.72
YouTube,30,computer,winter,no,14.75,50.55
Facebook,26,computer,summer,no,4.09,7.32
Instagram,24,mobile,spring,no,6.94,15.04
Facebook,23,mobile,fall,no,2.07,16.54
Instagram,24,mobile,spring,no,6.97,23.82
YouTube,30,mobile,summer,yes,7.44,3.72
Instagram,24,mobile,winter,no,4.21,24.0
Facebook,37,mobile,fall,yes,3.83,6.85
TikTok,16,mobile,winter,yes,7.93,8.22
TikTok,21,computer,fall,no,4.03,16.42
YouTube,23,mobile,fall,yes,12.29,15.19
TikTok,15,mobile,fall,no,5.26,12.09
TikTok,14,mobile,summer,no,7.0,9.83
Facebook,17,mobile,summer,no,6.72,9.07
TikTok,17,mobile,fall,no,5.29,18.42
Facebook,42,computer,summer,no,4.88,9.74
Facebook,13,mobile,summer,no,4.74,3.11
TikTok,15,mobile,spring,no,6.74,7.0
TikTok,25,mobile,summer,yes,3.96,14.54
YouTube,31,mobile,spring,no,10.68,10.52
Facebook,20,mobile,summer,no,3.77,2.32
Instagram,24,mobile,fall,yes,8.87,20.49
Facebook,33,computer,winter,yes,3.73,9.47
TikTok,18,computer,summer,yes,1.05,2.5
TikTok,21,mobile,spring,no,4.17,23.07
TikTok,19,mobile,summer,yes,5.59,12.12
Instagram,30,computer,fall,no,5.97,7.72
TikTok,14,mobile,summer,yes,6.97,2.35
TikTok,19,mobile,spring,no,2.0,1.34
Facebook,28,computer,winter,no,6.29,2.57
TikTok,23,mobile,summer,yes,6.48,4.79
Instagram,27,computer,summer,no,6.35,27.09
Twitter,29,mobile,fall,no,3.02,10.59
YouTube,30,computer,winter,no,13.4,11.23
Facebook,23,computer,summer,no,4.91,19.28
YouTube,31,computer,fall,no,9.94,12.33
TikTok,21,mobile,fall,yes,0.1,1.57
Facebook,31,mobile,summer,no,4.04,3.25
TikTok,20,mobile,fall,no,6.17,9.22
TikTok,22,mobile,summer,yes,1.08,2.71
TikTok,16,mobile,spring,no,2.89,0.6
YouTube,12,computer,winter,no,12.71,20.35
YouTube,38,mobile,fall,no,7.98,12.66
TikTok,21,mobile,spring,no,5.45,6.22
Instagram,21,mobile,spring,no,3.07,7.75
TikTok,15,mobile,fall,yes,0.92,4.16
YouTube,42,computer,spring,no,5.24,7.68
TikTok,15,mobile,winter,no,5.89,9.95
Facebook,31,computer,winter,no,5.64,9.55
TikTok,23,mobile,winter,yes,7.67,15.01
YouTube,36,computer,fall,no,8.15,16.0
Instagram,33,mobile,fall,no,4.54,5.96
Instagram,34,mobile,summer,yes,4.62,1.94
Facebook,33,mobile,fall,no,5.23,4.52
YouTube,19,computer,winter,yes,12.66,12.36
Instagram,20,mobile,summer,yes,4.29,7.79
Facebook,36,computer,winter,no,5.51,15.34
Facebook,24,mobile,summer,no,2.2,3.41
Instagram,31,computer,fall,no,4.04,9.19
Twitter,41,computer,fall,no,1.59,10.49
YouTube,33,computer,fall,no,10.22,35.7
YouTube,29,mobile,spring,no,9.03,16.32
YouTube,39,computer,fall,no,8.39,19.67
Instagram,28,mobile,winter,no,8.2,6.55
TikTok,18,computer,fall,yes,0.58,0.83
YouTube,26,computer,spring,no,11.31,79.76
TikTok,19,mobile,winter,no,3.67,7.57
Instagram,31,mobile,spring,no,8.14,9.05
Instagram,27,computer,winter,no,7.24,5.05
YouTube,36,computer,spring,yes,5.69,60.46
YouTube,32,computer,summer,no,14.28,29.65
Facebook,38,computer,spring,no,6.65,5.79
Instagram,29,computer,summer,yes,5.74,9.15
YouTube,51,computer,spring,no,11.34,23.64
TikTok,18,mobile,fall,no,6.21,6.64
Instagram,26,computer,fall,no,7.32,10.17
Instagram,26,mobile,summer,no,6.13,6.74
TikTok,18,mobile,fall,yes,7.48,4.31
YouTube,22,computer,winter,yes,7.85,15.11
Facebook,28,mobile,fall,no,2.07,0.77
YouTube,14,computer,spring,no,9.98,61.43
Instagram,30,mobile,summer,yes,6.97,4.11
TikTok,17,mobile,winter,no,2.63,2.75
Facebook,29,computer,fall,yes,4.35,5.1
Instagram,29,mobile,summer,yes,3.13,1.33
YouTube,27,computer,summer,no,13.5,33.16
TikTok,18,mobile,fall,no,2.43,8.47
Facebook,23,mobile,summer,no,5.39,6.19
TikTok,22,mobile,fall,yes,8.0,20.99
TikTok,12,mobile,spring,yes,5.12,12.19
YouTube,45,computer,winter,no,8.92,30.92
TikTok,21,mobile,spring,no,0.03,2.24
YouTube,27,computer,fall,yes,14.88,48.47
Facebook,30,mobile,spring,no,4.28,21.26
TikTok,20,mobile,fall,yes,1.37,7.7
TikTok,16,mobile,summer,yes,7.1,7.34
Instagram,16,mobile,fall,no,4.54,5.43
TikTok,14,mobile,winter,no,2.95,5.03
Facebook,33,mobile,spring,no,5.9,19.07
TikTok,17,mobile,spring,yes,2.92,4.06
TikTok,17,mobile,spring,no,6.79,8.69
YouTube,38,mobile,fall,no,10.56,8.0
Instagram,22,mobile,fall,no,7.46,14.37
Instagram,25,computer,spring,no,4.38,4.09
Instagram,28,mobile,spring,no,6.55,7.71
YouTube,37,computer,winter,no,10.03,49.27
TikTok,20,mobile,spring,no,2.17,3.61
