socialmedia,age,mobile,season,newcustomer,adcost,adrevenue
Instagram,27,mobile,summer,no,4.15,7.43
Instagram,29,mobile,fall,yes,3.74,8.43
YouTube,37,computer,summer,no,14.63,43.49
TikTok,19,mobile,fall,yes,3.45,3.26
Instagram,20,mobile,winter,yes,7.31,27.18
Instagram,32,computer,winter,no,4.0,7.78
Facebook,22,computer,winter,no,6.64,4.33
TikTok,18,mobile,summer,no,1.0,8.61
Twitter,39,mobile,fall,no,3.03,6.61
TikTok,15,mobile,summer,yes,0.21,7.5
YouTube,43,computer,summer,no,13.64,30.09
Instagram,35,mobile,fall,no,5.33,10.03
Instagram,19,computer,fall,yes,6.77,21.04
TikTok,17,mobile,winter,yes,4.79,7.8
TikTok,20,mobile,winter,yes,1.62,4.69
TikTok,18,mobile,winter,no,3.64,8.73
Instagram,25,mobile,summer,yes,3.01,7.72
YouTube,35,mobile,spring,no,12.83,2.47
Instagram,29,mobile,winter,no,5.73,14.7
YouTube,27,computer,fall,yes,7.78,9.73
Instagram,28,mobile,summer,no,5.36,8.74
YouTube,32,computer,summer,yes,9.08,18.37
Facebook,32,mobile,summer,no,2.8,3.85
YouTube,35,computer,fall,yes,8.66,27.94
YouTube,29,computer,fall,no,11.77,65.45
TikTok,19,mobile,spring,yes,4.48,1.6
Instagram,18,mobile,winter,no,8.95,27.35
Instagram,28,mobile,spring,no,7.49,13.51
Facebook,20,mobile,spring,no,6.14,10.45
Facebook,47,mobile,winter,no,2.74,11.13
TikTok,21,mobile,fall,yes,4.16,5.59
TikTok,16,computer,spring,no,1.96,1.86
YouTube,14,computer,spring,no,7.39,13.58
Instagram,24,mobile,summer,yes,4.98,9.64
Instagram,27,computer,fall,no,6.42,11.15
TikTok,17,mobile,winter,no,3.32,8.5
YouTube,10,mobile,spring,yes,8.98,5.13
Facebook,39,mobile,spring,no,3.83,3.23
Facebook,38,mobile,summer,no,6.93,17.26
Facebook,49,mobile,summer,no,4.11,13.07
TikTok,21,mobile,summer,yes,7.35,19.31
Instagram,28,mobile,fall,no,8.96,11.45
Instagram,21,mobile,summer,no,6.73,5.38
YouTube,16,computer,winter,no,14.77,20.83
TikTok,11,computer,fall,yes,8.0,3.72
TikTok,18,mobile,summer,no,6.52,9.8
YouTube,37,computer,summer,yes,12.15,6.91
YouTube,32,computer,fall,no,7.21,6.83
Instagram,30,mobile,summer,no,4.1,1.85
Instagram,31,mobile,summer,no,3.32,4.33
TikTok,21,mobile,winter,no,1.74,2.67
TikTok,14,mobile,fall,yes,4.23,11.3
TikTok,17,mobile,fall,yes,3.5,10.03
Instagram,22,mobile,summer,yes,7.53,31.12
TikTok,21,mobile,winter,yes,2.41,3.2
TikTok,20,mobile,winter,yes,4.96,11.08
TikTok,21,mobile,winter,no,2.89,8.23
YouTube,20,computer,spring,yes,7.21,18.12
TikTok,20,mobile,fall,no,6.21,28.28
YouTube,33,mobile,winter,no,7.93,5.42
TikTok,18,mobile,fall,no,4.15,17.47
YouTube,11,computer,spring,no,7.51,1.61
Facebook,27,mobile,fall,no,5.24,9.5
TikTok,19,mobile,summer,no,1.39,2.92
TikTok,18,mobile,winter,yes,0.5,4.62
YouTube,43,computer,summer,no,11.27,31.03
Facebook,27,mobile,winter,yes,4.47,3.48
TikTok,19,mobile,winter,yes,5.21,2.07
TikTok,17,mobile,winter,yes,0.62,2.64
TikTok,17,mobile,summer,no,6.22,16.34
YouTube,29,computer,spring,yes,5.48,26.44
TikTok,17,mobile,summer,yes,7.65,4.99
Twitter,41,computer,fall,no,3.82,8.54
Facebook,28,mobile,fall,no,6.0,26.65
YouTube,33,computer,spring,yes,8.13,25.18
TikTok,17,mobile,spring,no,5.17,10.5
TikTok,22,mobile,fall,yes,7.93,31.76
TikTok,18,mobile,summer,yes,5.74,22.98
Instagram,19,mobile,fall,no,6.96,32.14
YouTube,28,computer,winter,yes,5.3,14.97
YouTube,31,mobile,fall,no,5.36,15.38
Instagram,28,mobile,winter,yes,6.77,13.45
TikTok,24,mobile,winter,no,3.72,2.77
YouTube,31,computer,spring,yes,9.9,16.31
TikTok,15,mobile,summer,yes,1.53,1.21
Facebook,26,computer,spring,no,3.53,16.2
YouTube,39,computer,summer,no,13.9,24.3
TikTok,16,mobile,winter,yes,2.92,14.08
Facebook,25,mobile,winter,no,6.85,10.91
YouTube,41,computer,fall,no,6.67,3.1
Instagram,28,mobile,spring,no,6.19,6.25
Instagram,27,mobile,spring,yes,6.83,4.17
Instagram,21,mobile,summer,no,7.12,3.01
Instagram,27,mobile,winter,yes,7.83,4.7
Instagram,31,mobile,winter,yes,7.54,9.16
Facebook,39,mobile,summer,no,6.09,11.76
Instagram,16,mobile,fall,no,3.35,10.12
YouTube,37,computer,fall,no,5.81,14.09
YouTube,26,computer,spring,no,6.33,15.67
TikTok,15,mobile,winter,yes,1.58,0.83
TikTok,20,mobile,winter,no,5.75,22.26
TikTok,17,mobile,spring,yes,4.3,6.67
TikTok,17,mobile,spring,no,5.66,17.89
YouTube,20,computer,winter,no,10.99,3.9
YouTube,21,computer,spring,no,10.6,2.33
Twitter,41,mobile,winter,no,1.56,2.52
YouTube,32,mobile,winter,no,13.6,11.86
TikTok,22,mobile,fall,no,6.18,7.89
Facebook,31,mobile,spring,no,5.78,4.44
Instagram,24,mobile,spring,no,8.59,15.25
YouTube,28,mobile,spring,no,8.95,5.49
Instagram,28,mobile,summer,no,5.53,13.42
YouTube,28,computer,summer,no,9.71,22.02
TikTok,24,computer,spring,no,2.8,8.1
TikTok,20,mobile,fall,yes,4.09,2.4
Facebook,28,mobile,winter,no,5.13,4.87
YouTube,26,computer,spring,yes,10.87,21.21
TikTok,20,computer,fall,yes,1.41,2.18
TikTok,21,mobile,fall,yes,5.8,6.79
YouTube,29,mobile,fall,no,5.71,9.66
TikTok,15,mobile,winter,no,1.66,4.96
TikTok,18,mobile,winter,yes,3.17,14.3
Twitter,37,computer,winter,yes,3.48,12.35
TikTok,15,computer,winter,no,2.02,4.07
TikTok,20,mobile,summer,yes,6.62,4.05
Instagram,28,mobile,spring,no,6.48,5.02
TikTok,15,computer,summer,yes,5.59,7.09
TikTok,13,mobile,fall,yes,2.37,4.04
TikTok,18,mobile,summer,no,7.77,11.47
Instagram,29,mobile,summer,no,6.91,11.5
TikTok,18,computer,winter,no,0.64,1.08
YouTube,42,mobile,summer,yes,13.06,9.68
TikTok,23,mobile,spring,no,3.74,5.48
TikTok,19,mobile,summer,yes,6.68,4.76
YouTube,29,mobile,spring,no,12.01,15.8
YouTube,47,computer,spring,yes,14.66,23.25
TikTok,19,mobile,spring,yes,7.27,5.26
Facebook,29,computer,winter,yes,5.33,6.25
Instagram,39,computer,spring,no,7.59,17.5
YouTube,45,computer,spring,yes,5.6,17.58
Instagram,17,mobile,fall,no,7.77,17.71
YouTube,32,computer,winter,no,12.35,18.65
TikTok,23,mobile,spring,yes,7.55,20.18
Instagram,25,mobile,summer,no,7.53,11.25
TikTok,16,mobile,fall,yes,4.94,5.06
YouTube,31,mobile,fall,no,12.78,14.23
TikTok,16,mobile,winter,no,4.82,12.67
YouTube,26,computer,summer,no,9.83,15.11
TikTok,14,mobile,fall,yes,7.84,19.07
YouTube,33,computer,winter,yes,9.94,11.86
TikTok,21,mobile,summer,yes,0.81,3.6
Instagram,28,mobile,summer,yes,3.27,2.38
Facebook,18,computer,fall,no,3.84,8.04
TikTok,16,mobile,summer,no,3.65,11.19
Instagram,30,computer,summer,no,6.34,7.91
Twitter,37,mobile,winter,no,1.21,1.45
Instagram,24,mobile,spring,yes,6.3,5.18
Twitter,42,mobile,winter,no,3.88,4.25
YouTube,30,computer,summer,yes,12.52,8.99
TikTok,22,mobile,summer,yes,5.63,2.18
Facebook,30,mobile,spring,no,4.58,4.71
Instagram,23,mobile,fall,yes,8.31,11.49
Instagram,29,computer,winter,yes,3.55,9.07
Facebook,26,mobile,summer,no,5.89,13.03
YouTube,41,mobile,winter,no,12.13,16.63
Instagram,37,mobile,fall,yes,5.27,3.69
Facebook,38,computer,summer,no,4.45,14.65
YouTube,18,computer,summer,no,6.52,21.74
YouTube,40,computer,fall,yes,5.06,5.12
Instagram,27,computer,summer,no,5.01,11.41
TikTok,15,mobile,winter,yes,2.7,6.83
TikTok,15,mobile,summer,no,4.16,17.01
TikTok,14,mobile,winter,yes,2.77,1.57
Instagram,31,mobile,summer,no,8.34,5.31
Instagram,24,mobile,spring,no,3.87,2.03
YouTube,29,mobile,winter,no,13.24,29.44
Facebook,25,mobile,summer,no,4.72,8.03
TikTok,15,mobile,fall,no,1.77,16.66
TikTok,18,mobile,spring,yes,7.01,15.27
Facebook,19,computer,spring,no,4.77,15.84
TikTok,20,mobile,spring,no,0.77,6.71
TikTok,23,mobile,summer,yes,6.93,3.28
TikTok,21,mobile,summer,no,2.18,13.33
TikTok,20,mobile,fall,yes,4.57,4.45
YouTube,28,computer,fall,yes,11.79,68.16
Instagram,18,computer,winter,no,7.46,12.6
YouTube,34,mobile,spring,yes,12.17,11.62
YouTube,36,computer,winter,no,13.32,61.58
Instagram,31,mobile,summer,no,7.62,8.27
TikTok,21,mobile,spring,no,1.51,1.93
YouTube,27,mobile,summer,no,10.57,14.09
Facebook,30,mobile,summer,no,4.47,5.48
YouTube,17,computer,fall,yes,6.33,30.74
Instagram,28,mobile,fall,no,5.6,2.32
YouTube,43,computer,winter,yes,12.77,32.92
YouTube,42,computer,summer,no,9.45,8.3
Facebook,31,mobile,winter,no,3.96,6.03
